SUBSTÂNCIA	PRODUTO	CLASSE TERAPÊUTICA	TIPO DE PRODUTO (STATUS DO PRODUTO)	TARJA	DESTINAÇÃO COMERCIAL 
CANDESARTANA CILEXETILA	CANDESARTANA CILEXETILA	C9C - ANTAGONISTAS DA ANGIOTENSINA II PUROS	Genérico	Tarja Vermelha	
CANDESARTANA CILEXETILA	CANDESARTANA CILEXETILA	C9C - ANTAGONISTAS DA ANGIOTENSINA II PUROS	Genérico	- (*) 	
CANDESARTANA CILEXETILA	VECANDE	C9C - ANTAGONISTAS DA ANGIOTENSINA II PUROS	Similar	- (*) 	
CANDESARTANA CILEXETILA	ATACAND	C9C - ANTAGONISTAS DA ANGIOTENSINA II PUROS	Novo	- (*) 	
CANDESARTANA CILEXETILA	CANDESARTANA CILEXETILA	C9C - ANTAGONISTAS DA ANGIOTENSINA II PUROS	Genérico	Tarja Vermelha	
CANDESARTANA CILEXETILA	ATACAND	C9C - ANTAGONISTAS DA ANGIOTENSINA II PUROS	Novo	Tarja Vermelha	
CAPECITABINA	CORRETAL	L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS	Similar	Tarja Vermelha	
CAPECITABINA	XELODA	L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS	Novo	Tarja Vermelha	
CAPECITABINA	COAMA	L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS	Similar	Tarja Vermelha	
CAPECITABINA	CAPEDUC	L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS	Similar	Tarja Vermelha	
CAPECITABINA	CAPZAT	L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS	Similar	Tarja Vermelha	
CAPECITABINA	CAPECITABINA	L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS	Genérico	Tarja Vermelha	
CAPECITABINA	CAPECITABINA	L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS	Genérico	Tarja Vermelha	
CAPECITABINA	XELODA	L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS	Novo	Tarja Vermelha	
CAPIVASERTIBE	TRUQAP	L1H9 - OUTROS ANTINEOPLÁSICOS INIBIDORES DA PROTEÍNA KINASE	Novo	Tarja Vermelha	
CAPLACIZUMABE	CABLIVI	B1X - OUTROS AGENTES ANTITROMBÓTICOS	Biológico	- (*) 	
CAPSAICINA	MOMENT	M2A - ANTIRREUMÁTICOS E ANALGÉSICOS TÓPICOS	Específico	Tarja Sem Tarja	
CAPSAICINA	QUTENZA	N1B3 - ANESTÉSICOS LOCAIS TÓPICOS	Novo	Tarja Vermelha	
CAPTOPRIL	CAPTOPRIL	C9A - INIBIDORES DA ECA PUROS	Genérico	- (*) 	
CAPTOPRIL	CAPTOPRIL	C9A - INIBIDORES DA ECA PUROS	Genérico	Tarja Vermelha	
CAPTOPRIL	CAPTOPRIL	C9A - INIBIDORES DA ECA PUROS	Genérico	Tarja Vermelha	
CAPTOPRIL	CAPTOPRIL	C9A - INIBIDORES DA ECA PUROS	Genérico	Tarja Vermelha	
CAPTOPRIL	CAPTOPRIL	C9A - INIBIDORES DA ECA PUROS	Genérico	- (*) 	
CAPTOPRIL	TEUSIL	C9A - INIBIDORES DA ECA PUROS	Similar	- (*) 	
CAPTOPRIL	CAPTOCORD	C9A - INIBIDORES DA ECA PUROS	Similar	Tarja Vermelha	
CAPTOPRIL	CAPTOPRIL	C9A - INIBIDORES DA ECA PUROS	Genérico	Tarja Vermelha	
CAPTOPRIL	CAPTOMIDO	C9A - INIBIDORES DA ECA PUROS	Similar	Tarja Vermelha	
CAPTOPRIL	CAPTOPRIL	C9A - INIBIDORES DA ECA PUROS	Genérico	- (*) 	
CAPTOPRIL	CAPTOPRIL	C9A - INIBIDORES DA ECA PUROS	Genérico	- (*) 	
CAPTOPRIL	IQUEGO-CAPTOPRIL	C9A - INIBIDORES DA ECA PUROS	Similar	- (*) 	
CAPTOPRIL	FURP-CAPTOPRIL	C9A - INIBIDORES DA ECA PUROS	Similar	- (*) 	
CAPTOPRIL	CAPTOPRIL	C9A - INIBIDORES DA ECA PUROS	Genérico	Tarja Vermelha	
CAPTOPRIL	CAPTOPRIL	C9A - INIBIDORES DA ECA PUROS	Genérico	Tarja Vermelha	
CAPTOPRIL	CAPTOLAB	C9A - INIBIDORES DA ECA PUROS	Similar	Tarja Vermelha	
CAPTOPRIL	CAPTOPRIL	C9A - INIBIDORES DA ECA PUROS	Genérico	Tarja Vermelha	
CAPTOPRIL	CAPTOPRIL	C9A - INIBIDORES DA ECA PUROS	Genérico	Tarja Vermelha	
CAPTOPRIL	CAPTOSEN	C9A - INIBIDORES DA ECA PUROS	Similar	- (*) 	
CAPTOPRIL	CAPTOPRIL	C9A - INIBIDORES DA ECA PUROS	Genérico	Tarja Vermelha	
CAPTOPRIL	CAPTOPRIL	C9A - INIBIDORES DA ECA PUROS	Genérico	Tarja Vermelha	
CAPTOPRIL	CAPOX	C9A - INIBIDORES DA ECA PUROS	Similar	- (*) 	
CAPTOPRIL	CAPTOPRIL	C9A - INIBIDORES DA ECA PUROS	Genérico	Tarja Vermelha	
CAPTOPRIL	CAPTOPRIL	C9A - INIBIDORES DA ECA PUROS	Genérico	- (*) 	
CAPTOPRIL	PRODUTO TESTE 21.08	N6A2 - ANTIDEPRESSIVOS DE ORIGEM HERBÁCEA	Similar	Tarja Vermelha sob restrição	
CAPTOPRIL	CAPTOPRIL	C9A - INIBIDORES DA ECA PUROS	Genérico	Tarja Vermelha	
CARBACOL	OPHTCOL	S1E1 - PREPARAÇÕES ANTIGLAUCOMAS E MIÓTICAS SISTÊMICAS	Similar	Tarja Vermelha	
CARBAMAZEPINA	CARBAMAZEPINA	N3A - ANTIEPILÉPTICOS	Genérico	Tarja Vermelha sob restrição	
CARBAMAZEPINA	TEGRETOL	N3A - ANTIEPILÉPTICOS	Novo	Tarja Vermelha sob restrição	
CARBAMAZEPINA	CARBAMAZEPINA	N3A - ANTIEPILÉPTICOS	Genérico	Tarja Vermelha sob restrição	
CARBAMAZEPINA	TEGRETARD	N3A - ANTIEPILÉPTICOS	Similar	Tarja Vermelha sob restrição	
CARBAMAZEPINA	CARBAMAZEPINA	N3A - ANTIEPILÉPTICOS	Genérico	Tarja Vermelha sob restrição	
CARBAMAZEPINA	UNI-CARBAMAZ	N3A - ANTIEPILÉPTICOS	Similar	Tarja Vermelha sob restrição	
CARBAMAZEPINA	CARBAMAZEPINA	N3A - ANTIEPILÉPTICOS	Genérico	Tarja Vermelha sob restrição	
CARBAMAZEPINA	CARBAMAZEPINA	N3A - ANTIEPILÉPTICOS	Genérico	Tarja Vermelha sob restrição	
CARBAMAZEPINA	TEGREZIN	N3A - ANTIEPILÉPTICOS	Similar	Tarja Vermelha sob restrição	
CARBAMAZEPINA	CARBAMAZEPINA	N3A - ANTIEPILÉPTICOS	Genérico	Tarja Vermelha sob restrição	
CARBETOCINA	DURATOCIN	G2A - INDUTORES DO PARTO INCLUINDO OXITOCINAS	Novo	Tarja Vermelha	
CARBIDOPA (PORT. 344/98 LISTA C 1);ENTACAPONA;LEVODOPA	STALEVO	N4A - ANTIPARKINSONIANOS	Novo	Tarja Vermelha sob restrição	
CARBIDOPA (PORT. 344/98 LISTA C 1);LEVODOPA	PARKIDOPA	N4A - ANTIPARKINSONIANOS	Similar	- (*) 	
CARBIDOPA (PORT. 344/98 LISTA C 1);LEVODOPA	CARBIDOL	N4A - ANTIPARKINSONIANOS	Similar	Tarja Vermelha	
CARBIDOPA MONOIDRATADA;LEVODOPA	CARBIDOPA MONOIDRATADA + LEVODOPA	N4A - ANTIPARKINSONIANOS	Genérico	Tarja Vermelha	
CARBIDOPA;LEVODOPA	CARBIDOPA + LEVODOPA	N4A - ANTIPARKINSONIANOS	Genérico	Tarja Vermelha	
CARBOCISTEÍNA	CARBOCISTEÍNA	R5C - EXPECTORANTES	Genérico	- (*) 	
CARBOCISTEÍNA	MUCOFAN	R5C - EXPECTORANTES	Similar	Tarja Sem Tarja	
CARBOCISTEÍNA	CARBOCISTEINA	R5C - EXPECTORANTES	Genérico	- (*) 	
CARBOCISTEÍNA	CARBOCISTEINA	R5C - EXPECTORANTES	Genérico	Tarja Sem Tarja	
CARBOCISTEÍNA	CARBOCISTEINA	R5C - EXPECTORANTES	Genérico	Tarja Sem Tarja	
CARBOCISTEÍNA	CARBOCISTEÍNA	R5C - EXPECTORANTES	Genérico	Tarja Sem Tarja	
CARBOCISTEÍNA	CARBOCISTEÍNA	R5C - EXPECTORANTES	Genérico	- (*) 	
CARBOCISTEÍNA	MUCBE	R5C - EXPECTORANTES	Similar	Tarja Sem Tarja	
CARBONATO CÁLCIO;COLECALCIFEROL	OSTEOFIX	A12A - PRODUTOS A BASE DE CÁLCIO	Específico	- (*) 	
CARBONATO DE CÁLCIO	CALCIOFAR PLUS	A12A - PRODUTOS A BASE DE CÁLCIO	Específico	Tarja Vermelha	
CARBONATO DE CÁLCIO	NESH CÁLCIO	A12A - PRODUTOS A BASE DE CÁLCIO	Específico	Tarja Vermelha	
CARBONATO DE CÁLCIO	GASTROL	A2A1 - ANTIÁCIDOS PUROS	Específico	- (*) 	
CARBONATO DE CÁLCIO	OSCAL 500	A12A - PRODUTOS A BASE DE CÁLCIO	Específico	- (*) 	
CARBONATO DE CÁLCIO 90%;HIDRÓXIDO DE ALUMÍNIO;HIDRÓXIDO DE MAGNÉSIO	ESTOMAZIL PASTILHAS	A2A1 - ANTIÁCIDOS PUROS	Específico	- (*) 	
CARBONATO DE CÁLCIO;ALENDRONATO DE SÓDIO TRI-HIDRATADO;COLECALCIFEROL	ALENDIL CÁLCIO D	M5B3 - BISFOSFONATOS PARA OSTEOPOROSE E ALTERAÇÕES RELACIONADAS	Novo	Tarja Vermelha	
CARBONATO DE CÁLCIO;BICARBONATO DE SÓDIO;ALGINATO DE SÓDIO	LUFTAGASTRO DUPLA AÇÃO	A16A - OUTROS PRODUTOS PARA O APARELHO DIGESTÓRIO E METABOLISMO	Específico	Tarja Sem Tarja	
CARBONATO DE CÁLCIO;CARBONATO BÁSICO DE BISMUTO;BICARBONATO DE SÓDIO;CARBONATO DE MAGNÉSIO	MAGNESIA BISURADA	A2A1 - ANTIÁCIDOS PUROS	Específico	Tarja Sem Tarja	
CARBONATO DE CÁLCIO;COLECALCIFEROL	OSCAL D	A12A - PRODUTOS A BASE DE CÁLCIO	Específico	- (*) 	
CARBONATO DE CÁLCIO;HIDROXIDO DE ALUMÍNIO;HIDRÓXIDO DE MAGNÉSIO	GASTROFTAL	A2A1 - ANTIÁCIDOS PUROS	Específico	- (*) 	
CARBONATO DE CÁLCIO;HIDROXIDO DE MAGNESIO;HIDROXIDO DE ALUMÍNIO	GELMAX	A2A1 - ANTIÁCIDOS PUROS	Específico	Tarja Sem Tarja	
CARBONATO DE CÁLCIO;HIDRÓXIDO DE ALUMÍNIO;HIDRÓXIDO DE MAGNÉSIO	GASTROLIV	A2A1 - ANTIÁCIDOS PUROS	Específico	- (*) 	
CARBONATO DE CÁLCIO;HIDRÓXIDO DE ALUMÍNIO;HIDRÓXIDO DE MAGNÉSIO	GASCOL PEP	A2A1 - ANTIÁCIDOS PUROS	Específico	- (*) 	
CARBONATO DE CÁLCIO;HIDRÓXIDO DE ALUMÍNIO;HIDRÓXIDO DE MAGNÉSIO	ESTOMAZIL	A2A1 - ANTIÁCIDOS PUROS	Específico	- (*) 	
CARBONATO DE LODENAFILA	HELLEVA	G4E1 - PRODUTOS PARA DISFUNÇÃO ERÉTIL, INIBIDORES DA PDE5	Novo	- (*) 	
CARBONATO DE LODENAFILA	PYCOS	G4E1 - PRODUTOS PARA DISFUNÇÃO ERÉTIL, INIBIDORES DA PDE5	Similar	Tarja Vermelha	
CARBONATO DE LÍTIO	CARBOLITIUM	N6A3 - ESTABILIZADORES DO HUMOR	Novo	Tarja Vermelha sob restrição	
CARBONATO DE LÍTIO	CARBONATO DE LÍTIO	N6A3 - ESTABILIZADORES DO HUMOR	Genérico	Tarja Vermelha sob restrição	
CARBONATO DE LÍTIO	CARBONATO DE LÍTIO	N6A3 - ESTABILIZADORES DO HUMOR	Genérico	Tarja Vermelha sob restrição	
CARBONATO DE LÍTIO	LITERATA	N6A3 - ESTABILIZADORES DO HUMOR	Similar	Tarja Vermelha sob restrição	
CARBONATO DE LÍTIO	CARLIT	N6A3 - ESTABILIZADORES DO HUMOR	Similar	Tarja Vermelha sob restrição	
CARBONATO DE LÍTIO	BILYT	N6A3 - ESTABILIZADORES DO HUMOR	Similar	Tarja Vermelha sob restrição	
CARBONATO DE LÍTIO	CARBONATO DE LÍTIO	N6A3 - ESTABILIZADORES DO HUMOR	Genérico	Tarja Vermelha sob restrição	
CARBONATO DE LÍTIO	CARBONATO DE LÍTIO	N6A3 - ESTABILIZADORES DO HUMOR	Genérico	Tarja Vermelha sob restrição	
CARBONATO DE LÍTIO	BIPOLIT	N6A3 - ESTABILIZADORES DO HUMOR	Similar	Tarja Vermelha sob restrição	
CARBOPLATINA	FAULDCARBO	L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA	Similar	- (*) 	
CARBOPLATINA	KARBO	L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA	Similar	Tarja Vermelha	
CARBOPLATINA	B -PLATIN	L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA	Similar	- (*) 	
CARBOPLATINA	CARBOPLATINA	L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA	Genérico	- (*) 	
CARBOPLATINA	TEVACARBO	L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA	Similar	- (*) 	
CARBOPLATINA	HETROCAR	L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA	Similar	Tarja Vermelha	
CARBOXIMALTOSE FERRICA	FERINJECT	B3A1 - FERRO PURO	Específico	Tarja Vermelha	
CARBOXIMALTOSE FERRICA	FERINJECT	B3A1 - FERRO PURO	Específico	Tarja Vermelha	
CARBOXIMALTOSE FERRICA	INJECTAFER	B3A1 - FERRO PURO	    -     	Tarja Vermelha	
CARBOXIMALTOSE FERRICA	XYDOFLEV	B3A1 - FERRO PURO	Específico	Tarja Vermelha	
CARBOXIMETILCELULOSE SÓDICA	LACRIFILM	S1K1 - LÁGRIMAS ARTIFICIAIS E LUBRIFICANTES OFTAMOLÓGICOS	Específico	Tarja Sem Tarja	
CARBOXIMETILCELULOSE SÓDICA	LIRIS	S1K1 - LÁGRIMAS ARTIFICIAIS E LUBRIFICANTES OFTAMOLÓGICOS	Específico	Tarja Sem Tarja	
CARBÔMER 340	VIDISIC GEL	S1K1 - LÁGRIMAS ARTIFICIAIS E LUBRIFICANTES OFTAMOLÓGICOS	Específico	Tarja Sem Tarja	
CARBÔMER;SORBITOL	LIPOSIC	S1K1 - LÁGRIMAS ARTIFICIAIS E LUBRIFICANTES OFTAMOLÓGICOS	Novo	- (*) 	
CARFILZOMIBE	KYPROLIS	L1J - ANTINEOPLÁSICOS INIBIDORES DE PROTEASSOMA	Novo	Tarja Vermelha	
CARFILZOMIBE	CARFILZOMIBE	L1J - ANTINEOPLÁSICOS INIBIDORES DE PROTEASSOMA	Genérico	Tarja Vermelha	
CARFILZOMIBE	ZYXOMIB	L1J - ANTINEOPLÁSICOS INIBIDORES DE PROTEASSOMA	Similar	Tarja Vermelha	
CARISOPRODOL	TANDRIFLAN	M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL	Similar	- (*) 	
CARISOPRODOL;PARACETAMOL;CAFEÍNA ANIDRA;DICLOFENACO SÓDICO	TRILAX	M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL	Similar	Tarja Vermelha	
CARISOPRODOL;PARACETAMOL;CAFEÍNA ANIDRA;DICLOFENACO SÓDICO	BESEROL	M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL	Similar	Tarja Vermelha	
CARISOPRODOL;PARACETAMOL;CAFEÍNA ANIDRA;DICLOFENACO SÓDICO	TANDENE	M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL	Similar	- (*) 	
CARISOPRODOL;PARACETAMOL;CAFEÍNA ANIDRA;DICLOFENACO SÓDICO	TANDRILAX	M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL	Novo	Tarja Vermelha	
CARISOPRODOL;PARACETAMOL;CAFEÍNA ANIDRA;DICLOFENACO SÓDICO	FLEXALGIN	M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL	Similar	Tarja Vermelha	
CARISOPRODOL;PARACETAMOL;CAFEÍNA ANIDRA;DICLOFENACO SÓDICO	TORSILAX	M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL	Similar	Tarja Vermelha	
CARISOPRODOL;PARACETAMOL;CAFEÍNA ANIDRA;DICLOFENACO SÓDICO	MIOFLEX A	M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL	Similar	Tarja Vermelha	
CARISOPRODOL;PARACETAMOL;CAFEÍNA;DICLOFENACO SÓDICO	INFRALAX	M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL	Similar	Tarja Vermelha	
CARISOPRODOL;PARACETAMOL;CAFEÍNA;DICLOFENACO SÓDICO	CARISOPRODOL + DICLOFENACO SÓDICO + PARACETAMOL + CAFEÍNA	M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL	Genérico	- (*) 	
CARISOPRODOL;PARACETAMOL;CAFEÍNA;DICLOFENACO SÓDICO	PARACETAMOL + CARISOPRODOL + DICLOFENACO SÓDICO + CAFEÍNA	M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL	Genérico	Tarja Vermelha	
CARISOPRODOL;PARACETAMOL;CAFEÍNA;DICLOFENACO SÓDICO	PARACETAMOL + CARISOPRODOL + DICLOFENACO SÓDICO + CAFEÍNA	M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL	Genérico	Tarja Vermelha	
CARISOPRODOL;PARACETAMOL;CAFEÍNA;DICLOFENACO SÓDICO	TORFLAY	M3B - RELAXANTE MUSCULAR DE AÇÃO CENTRAL	Similar	Tarja Vermelha	
CARMELOSE SÓDICA	ECOFILM	S1K1 - LÁGRIMAS ARTIFICIAIS E LUBRIFICANTES OFTAMOLÓGICOS	Similar	- (*) 	
CARMELOSE SÓDICA	PLENIGELL	S1K1 - LÁGRIMAS ARTIFICIAIS E LUBRIFICANTES OFTAMOLÓGICOS	Específico	Tarja Sem Tarja	
CARMELOSE SÓDICA	DEWS	S1K1 - LÁGRIMAS ARTIFICIAIS E LUBRIFICANTES OFTAMOLÓGICOS	Específico	Tarja Sem Tarja	
CARMELOSE SÓDICA	ACU FRESH	S1K1 - LÁGRIMAS ARTIFICIAIS E LUBRIFICANTES OFTAMOLÓGICOS	Específico	Tarja Sem Tarja	
CARMELOSE SÓDICA	TEARFILM	S1K1 - LÁGRIMAS ARTIFICIAIS E LUBRIFICANTES OFTAMOLÓGICOS	Específico	Tarja Sem Tarja	
CARMELOSE SÓDICA	NEO FRESH	S1K1 - LÁGRIMAS ARTIFICIAIS E LUBRIFICANTES OFTAMOLÓGICOS	Específico	- (*) 	
CARMELOSE SÓDICA	LACRILAX	S1K1 - LÁGRIMAS ARTIFICIAIS E LUBRIFICANTES OFTAMOLÓGICOS	Específico	- (*) 	
CARMUSTINA	CARMUSTINA	L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES	Genérico	Tarja Vermelha	
CARMUSTINA	NIBISNU	L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES	Similar	Tarja Vermelha	
CARMUSTINA	GLIADEL	L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES	Novo	Tarja Vermelha	
CARVEDILOL	CARDILOL	C7A0 - BETABLOQUEADORES PUROS	Similar	Tarja Vermelha	
CARVEDILOL	DIVELOL	C7A0 - BETABLOQUEADORES PUROS	Similar	Tarja Vermelha	
CARVEDILOL	CARVEDILOL	C7A0 - BETABLOQUEADORES PUROS	Genérico	- (*) 	
CARVEDILOL	CARVEDILOL	C7A0 - BETABLOQUEADORES PUROS	Genérico	Tarja Vermelha	
CARVEDILOL	CARVEDILOL	C7A0 - BETABLOQUEADORES PUROS	Genérico	Tarja Vermelha	
CARVEDILOL	NIENZA	C7A0 - BETABLOQUEADORES PUROS	Similar	Tarja Vermelha	
CARVEDILOL	CARVEDILOL	C7A0 - BETABLOQUEADORES PUROS	Genérico	- (*) 	
CARVEDILOL	CRONOCOR	C7A0 - BETABLOQUEADORES PUROS	Similar	Tarja Vermelha	
CARVEDILOL	CARVEDILOL	C7A0 - BETABLOQUEADORES PUROS	Genérico	Tarja Vermelha	
CARVEDILOL	CARVEDILOL	C7A0 - BETABLOQUEADORES PUROS	Genérico	- (*) 	
CARVEDILOL	CARDBET	C7A0 - BETABLOQUEADORES PUROS	Similar	Tarja Vermelha	
CARVEDILOL	CARVEDILOL	C7A0 - BETABLOQUEADORES PUROS	Genérico	- (*) 	
CARVEDILOL	CARVEDILOL	C7A0 - BETABLOQUEADORES PUROS	Genérico	Tarja Vermelha	
CARVEDILOL	CARVEDILAT	C7A0 - BETABLOQUEADORES PUROS	Similar	- (*) 	
CARVEDILOL	CARVEDILOL	C7A0 - BETABLOQUEADORES PUROS	Genérico	Tarja Vermelha	
CARVEDILOL	CARVEDILOL	C7A0 - BETABLOQUEADORES PUROS	Genérico	- (*) 	
CARVEDILOL	CARVEDILOL	C7A0 - BETABLOQUEADORES PUROS	Genérico	Tarja Vermelha	
CARVEDILOL	CARVEDILOL	C7A0 - BETABLOQUEADORES PUROS	Genérico	- (*) 	
CARVEDILOL	CARVEGRAN	C7A0 - BETABLOQUEADORES PUROS	Similar	- (*) 	
CARVEDILOL	CARVEDILOL	C7A0 - BETABLOQUEADORES PUROS	Genérico	Tarja Vermelha	
CARVÃO VEGETAL ATIVADO	CARVEROL	A2C0 - OUTRAS PREPARAÇÕES PARA PROBLEMAS ESTOMACAIS	Específico	Tarja Sem Tarja	
CASSIA ANGUSTIFOLIA, VAHL	NATULAXE	A6A2 - LAXANTES ESTIMULANTES	Fitoterápico	Tarja Sem Tarja	
CASSIA FISTULA L.;SENNA ALEXANDRINA MILL.	NATURETTI	A6A2 - LAXANTES ESTIMULANTES	Fitoterápico	Tarja Sem Tarja	
CASSIA SENNA L.	LAXETTE	A6A2 - LAXANTES ESTIMULANTES	Fitoterápico	Tarja Sem Tarja	
CEFACLOR	CEFACLOR	J1D1 - CEFALOSPORINAS ORAIS	Genérico	- (*) 	
CEFACLOR	CECLOR	J1D1 - CEFALOSPORINAS ORAIS	Similar	Tarja Vermelha sob restrição	
CEFACLOR MONOIDRATADO	CEFACLOR	J1D1 - CEFALOSPORINAS ORAIS	Genérico	Tarja Vermelha	
CEFADROXILA	CEFADROXILA	J1D1 - CEFALOSPORINAS ORAIS	Genérico	Tarja Vermelha sob restrição	
CEFADROXILA	CEFADROXILA	J1D1 - CEFALOSPORINAS ORAIS	Genérico	Tarja Vermelha sob restrição	
CEFADROXILA	CEFADROXILA	J1D1 - CEFALOSPORINAS ORAIS	Genérico	Tarja Vermelha sob restrição	
CEFADROXILA	CEFADROXILA	J1D1 - CEFALOSPORINAS ORAIS	Genérico	Tarja Vermelha sob restrição	
CEFADROXILA	CEDROXIL	J1D1 - CEFALOSPORINAS ORAIS	Similar	Tarja Vermelha sob restrição	
CEFALEXINA	CEFALEXINA	J1D1 - CEFALOSPORINAS ORAIS	Genérico	Tarja Vermelha sob restrição	
CEFALEXINA	CEFALEXINA	J1D1 - CEFALOSPORINAS ORAIS	Genérico	Tarja Vermelha sob restrição	
CEFALEXINA	LEXIN	J1D1 - CEFALOSPORINAS ORAIS	Similar	Tarja Vermelha sob restrição	
CEFALEXINA	CEFALEXINA MONOIDRATADA	J1D1 - CEFALOSPORINAS ORAIS	Genérico	Tarja Vermelha sob restrição	
CEFALEXINA	CEFALEXINA	J1D1 - CEFALOSPORINAS ORAIS	Genérico	- (*) 	
CEFALEXINA	CEFALEXINA	J1D1 - CEFALOSPORINAS ORAIS	Genérico	Tarja Vermelha sob restrição	
CEFALEXINA	CEFALEXINA	J1D1 - CEFALOSPORINAS ORAIS	Genérico	- (*) 	
CEFALEXINA MONOIDRATADA	CEFALEXINA	J1D1 - CEFALOSPORINAS ORAIS	Genérico	Tarja Vermelha sob restrição	
CEFALEXINA MONOIDRATADA	CEFALEXINA MONOIDRATADA	J1D1 - CEFALOSPORINAS ORAIS	Genérico	Tarja Vermelha sob restrição	
CEFALEXINA MONOIDRATADA	CEFALEXINA	J1D1 - CEFALOSPORINAS ORAIS	Genérico	Tarja Vermelha sob restrição	
CEFALEXINA MONOIDRATADA	CEF	J1D1 - CEFALOSPORINAS ORAIS	Similar	Tarja Vermelha sob restrição	
CEFALEXINA MONOIDRATADA	CEFALEXINA	J1D1 - CEFALOSPORINAS ORAIS	Genérico	Tarja Vermelha sob restrição	
CEFALEXINA MONOIDRATADA	FURP-CEFALEXINA	J1D1 - CEFALOSPORINAS ORAIS	Similar	- (*) 	
CEFALEXINA MONOIDRATADA	CEFAGEL	J1D1 - CEFALOSPORINAS ORAIS	Similar	Tarja Vermelha sob restrição	
CEFALEXINA MONOIDRATADA	KEFORAL	J1D1 - CEFALOSPORINAS ORAIS	Novo	Tarja Vermelha sob restrição	
CEFALEXINA MONOIDRATADA	CEFALEXINA	J1D1 - CEFALOSPORINAS ORAIS	Genérico	Tarja Vermelha sob restrição	
CEFALEXINA MONOIDRATADA	CEFALEXINA	J1D1 - CEFALOSPORINAS ORAIS	Genérico	Tarja Vermelha sob restrição	
CEFALEXINA MONOIDRATADA	KEFLEX	J1D1 - CEFALOSPORINAS ORAIS	Novo	Tarja Vermelha sob restrição	
CEFALEXINA MONOIDRATADA	CEFALEXINA	J1D1 - CEFALOSPORINAS ORAIS	Genérico	- (*) 	
CEFALOTINA SODICA	CEFALOTINA SÓDICA	J1D2 - CEFALOSPORINAS INJETÁVEIS	Genérico	Tarja Vermelha	
CEFALOTINA SODICA	CEFALOTINA SÓDICA	J1D2 - CEFALOSPORINAS INJETÁVEIS	Genérico	- (*) 	
CEFALOTINA SODICA	CEFARISTON	J1D2 - CEFALOSPORINAS INJETÁVEIS	Similar	- (*) 	
CEFALOTINA SODICA	KEFLIN NEUTRO	J1D2 - CEFALOSPORINAS INJETÁVEIS	Novo	Tarja Vermelha sob restrição	
CEFALOTINA SODICA	CEFALOTINA SÓDICA	J1D2 - CEFALOSPORINAS INJETÁVEIS	Genérico	Tarja Vermelha sob restrição	
CEFALOTINA SODICA	CEFALOTINA SÓDICA	J1D2 - CEFALOSPORINAS INJETÁVEIS	Genérico	Tarja Vermelha sob restrição	
CEFAZOLINA SÓDICA	CEFAZOLINA SÓDICA	J1D2 - CEFALOSPORINAS INJETÁVEIS	Genérico	Tarja Vermelha	
CEFAZOLINA SÓDICA	CEZOLIN	J1D2 - CEFALOSPORINAS INJETÁVEIS	Similar	Tarja Vermelha	
CEFAZOLINA SÓDICA	CEFAZOLINA SÓDICA	J1D2 - CEFALOSPORINAS INJETÁVEIS	Genérico	Tarja Vermelha sob restrição	
CEFAZOLINA SÓDICA	FAZOLON	J1D2 - CEFALOSPORINAS INJETÁVEIS	Similar	Tarja Vermelha	
CEFAZOLINA SÓDICA	CEFAZOLINA SÓDICA	J1D2 - CEFALOSPORINAS INJETÁVEIS	Genérico	Tarja Vermelha	
CEFAZOLINA SÓDICA	KEFAZOL	J1D2 - CEFALOSPORINAS INJETÁVEIS	Similar	Tarja Vermelha	
CEFAZOLINA SÓDICA	CEFAZOLINA SÓDICA	J1D2 - CEFALOSPORINAS INJETÁVEIS	Genérico	Tarja Vermelha sob restrição	
