SUBSTÂNCIA	PRODUTO	CLASSE TERAPÊUTICA	TIPO DE PRODUTO (STATUS DO PRODUTO)	TARJA	DESTINAÇÃO COMERCIAL 
FENILALANINA;L-METIONINA;PROLINA;LEVOVALINA;SERINA;HISTIDINA;TREONINA;TIROSINA;LEUCINA;GLICINA;ISOLEUCINA;TAURINA;ALANINA;ACETATO DE LISINA;ARGININA	AMINOVEN	K1E1 - SOLUÇÕES AMINOÁCIDAS PADRÃO	Específico	- (*) 	
FENILALANINA;L-METIONINA;PROLINA;TRIPTOFANO;LEVOVALINA;ACETIL CISTEÍNA;SERINA;HISTIDINA;TREONINA;ACETILTIROSINA;LEUCINA;GLICINA;ISOLEUCINA;TAURINA;ÁCIDO MÁLICO;ALANINA;ACETATO DE LISINA;ARGININA	AMINOVEN 10% INFANT	K1E1 - SOLUÇÕES AMINOÁCIDAS PADRÃO	Específico	Tarja Vermelha	
FENILALANINA;PROLINA;CLORIDRATO DE HISTIDINA MONOIDRATADO;SERINA;ACETATO DE POTÁSSIO;GLICOSE MONOIDRATADA;ACETATO DE MAGNÉSIO TETRAIDRATADO;TRIGLICERÍDEOS DE ÁCIDOS GRAXOS ÔMEGA-3;GLICINA;ISOLEUCINA;LEVOMETIONINA;ALANINA;ÓLEO DE SOJA;ACETATO DE ZINCO DI-HIDRATADO	NUTRIFLEX	K1D2 - ASSOCIAÇÕES DE EMULSÕES LIPÍDICAS	Específico	Tarja Vermelha	
FENILALANINA;PROLINA;TRIPTOFANO;CLORETO DE CÁLCIO DIIDRATADO;ACETATO DE SÓDIO;LEVOVALINA;CLORIDRATO DE HISTIDINA;SERINA;HIDRÓXIDO DE SÓDIO;TREONINA;ÁCIDO GLUTÂMICO;CLORIDRATO DE LISINA;GLICOSE;LEUCINA;GLICINA;ISOLEUCINA;LEVOMETIONINA;ALANINA;ÁCIDO ASPÁRTICO;ACETATO DE MAGNÉSIO;HIDRÓXIDO DE POTÁSSIO;ARGININA	NUTRIFLEX PLUS	K1E2 - SOLUÇÕES MULTI-LITRO	Específico	Tarja Vermelha	
FENILALANINA;PROLINA;TRIPTOFANO;LEVOVALINA;ORNITINA;SERINA;HISTIDINA;TREONINA;ÁCIDO GLUTÂMICO;TIROSINA;LEUCINA;GLICINA;ISOLEUCINA;LEVOMETIONINA;TAURINA;ALANINA;ÁCIDO ASPÁRTICO;CISTEÍNA;ARGININA;LISINA	PRIMENE	K1E5 - SOLUÇÕES DE AMINOÁCIDOS PEDIÁTRICAS	Específico	- (*) 	
FENILALANINA;PROLINA;TRIPTOFANO;LEVOVALINA;SERINA;CLORETO DE CÁLCIO DI-HIDRATADO;HISTIDINA;TREONINA;ÁCIDO GLUTÂMICO;TIROSINA;CLORIDRATO DE LISINA;GLICOSE MONOIDRATADA;LEUCINA;SULFATO DE MAGNÉSIO HEPTAIDRATADO;GLICINA;GLICEROFOSFATO DE SÓDIO;ISOLEUCINA;ALANINA;ÁCIDO ASPÁRTICO;ÓLEO DE SOJA;CLORETO DE POTÁSSIO;ACETATO DE SÓDIO TRI-HIDRATADO	KABIVEN	K1D2 - ASSOCIAÇÕES DE EMULSÕES LIPÍDICAS	Específico	Tarja Vermelha	
FENILALANINA;PROLINA;TRIPTOFANO;LEVOVALINA;SERINA;HISTIDINA;TREONINA;LEUCINA;GLICINA;ISOLEUCINA;ACETILCISTEÍNA;LEVOMETIONINA;ALANINA;ARGININA;LISINA	AMINOSTERIL N-HEPA 8%	K1E4 - SOLUÇÕES AMINOÁCIDAS PARA HEPATOPATAS	Específico	Tarja Vermelha	
FENILALANINA;PROLINA;TRIPTOFANO;LEVOVALINA;SERINA;HISTIDINA;TREONINA;TIROSINA;LEUCINA;GLICINA;ISOLEUCINA;ACETILCISTEÍNA;LEVOMETIONINA;ALANINA;ACETATO DE LISINA;ARGININA	NEPHROTECT	K1E3 - SOLUÇÕES AMINOÁCIDAS PARA NEFROPATAS	Específico	Tarja Vermelha	
FENILALANINA;PROLINA;TRIPTOFANO;VALINA;SERINA;HISTIDINA;TREONINA;ÁCIDO GLUTÂMICO;TIROSINA;LEUCINA;GLICINA;ISOLEUCINA;LEVOMETIONINA;ALANINA;ÁCIDO ASPÁRTICO;ACETATO DE LISINA;ARGININA;LISINA	AMIXAL	K1E1 - SOLUÇÕES AMINOÁCIDAS PADRÃO	Específico	Tarja Vermelha	
FENILALANINA;TRIPTOFANO;CLORETO DE CÁLCIO DI-HIDRATADO;HISTIDINA;TREONINA;TIROSINA;GLICEROFOSFATO DE SÓDIO;ISOLEUCINA;LEVOMETIONINA;ÓLEO DE OLIVA;ÓLEO DE SOJA;TRIGLICERÍDEOS DE CADEIA MÉDIA;ACETATO DE SÓDIO TRI-HIDRATADO ;PROLINA;SULFATO DE MAGNÉSIO HEPTA-HIDRATADO;LEVOVALINA;ÓLEO DE PEIXE;SERINA;LEUCINA;GLICINA;SULFATO DE ZINCO HEPTAIDRATADO;TAURINA;ALANINA;ACETATO DE LISINA;CLORETO DE POTÁSSIO;GLICOSE MONOHIDRATADA;ARGININA	SMOFKABIVEN	K1D2 - ASSOCIAÇÕES DE EMULSÕES LIPÍDICAS	Específico	Tarja Vermelha	
FENILALANINA;TRIPTOFANO;HISTIDINA;ACETATO DE POTÁSSIO;TREONINA;TIROSINA;GLICEROFOSFATO DE SÓDIO;ISOLEUCINA;LEVOMETIONINA;ÓLEO DE OLIVA;ÁCIDO ASPÁRTICO;ÓLEO DE SOJA;CISTEÍNA;LISINA;PROLINA;CLORETO DE CÁLCIO DIIDRATADO;LEVOVALINA;SERINA;ÁCIDO GLUTÂMICO;GLICOSE MONOIDRATADA;ACETATO DE MAGNÉSIO TETRAIDRATADO;CLORIDRATO DE ORNITINA;LEUCINA;GLICINA;TAURINA;ALANINA;ARGININA	NUMETA NEO	K1D2 - ASSOCIAÇÕES DE EMULSÕES LIPÍDICAS	Específico	- (*) 	
FENILBUTAZONA CÁLCICA	BUTACID	M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS	Similar	- (*) 	
FENITOÍNA	FENITAL ORAL	N3A - ANTIEPILÉPTICOS	Similar	Tarja Vermelha sob restrição	
FENITOÍNA	FENITOÍNA	N3A - ANTIEPILÉPTICOS	Genérico	- (*) 	
FENITOÍNA	DANTALIN	N3A - ANTIEPILÉPTICOS	Similar	Tarja Vermelha sob restrição	
FENITOÍNA	FENITOÍNA	N3A - ANTIEPILÉPTICOS	Genérico	- (*) 	
FENITOÍNA	FURP - FENITOINA	N3A - ANTIEPILÉPTICOS	Similar	- (*) 	
FENITOÍNA	FENITOÍNA	N3A - ANTIEPILÉPTICOS	Genérico	Tarja Vermelha sob restrição	
FENITOÍNA	HIDANTAL	N3A - ANTIEPILÉPTICOS	Novo	Tarja Vermelha sob restrição	
FENITOÍNA	HIDANTAL	N3A - ANTIEPILÉPTICOS	Novo	Tarja Vermelha sob restrição	
FENITOÍNA SÓDICA	FENITAL	N3A - ANTIEPILÉPTICOS	Similar	- (*) 	
FENITOÍNA SÓDICA	FENITOÍNA SÓDICA	N3A - ANTIEPILÉPTICOS	Genérico	- (*) 	
FENITOÍNA SÓDICA	FENITOÍNA SÓDICA	N3A - ANTIEPILÉPTICOS	Genérico	Tarja Vermelha sob restrição	
FENOBARBITAL	FENOBARBITAL	N3A - ANTIEPILÉPTICOS	Genérico	Tarja Vermelha	
FENOBARBITAL	FENOCRIS	N3A - ANTIEPILÉPTICOS	Similar	Tarja Vermelha	
FENOBARBITAL	CARBITAL	N3A - ANTIEPILÉPTICOS	Similar	Tarja Vermelha sob restrição	
FENOBARBITAL	FENOBARBITAL	N3A - ANTIEPILÉPTICOS	Genérico	- (*) 	
FENOBARBITAL	FENOBARBITAL	N3A - ANTIEPILÉPTICOS	Genérico	Tarja Vermelha sob restrição	
FENOBARBITAL	FURP-FENOBARBITAL	N3A - ANTIEPILÉPTICOS	Similar	Tarja Vermelha	
FENOBARBITAL	GARDENAL	N3A - ANTIEPILÉPTICOS	Novo	Tarja Vermelha	
FENOFIBRATO	FENOFIBRATO	C10A2 - FIBRATOS	Genérico	- (*) 	
FENOFIBRATO	RIDUZI	C10A2 - FIBRATOS	Similar	Tarja Vermelha	
FENOFIBRATO	FENOFIBRATO	C10A2 - FIBRATOS	Genérico	Tarja Vermelha	
FENOFIBRATO	LIPIDIL	C10A2 - FIBRATOS	Novo	Tarja Vermelha	
FENOFIBRATO	FENOFIBRATO MICRONIZADO	C10A2 - FIBRATOS	Genérico	- (*) 	
FENOFIBRATO	FENOFIBRATO	C10A2 - FIBRATOS	Genérico	Tarja Vermelha	
FENOFIBRATO	FENOFIBRATO	C10A2 - FIBRATOS	Genérico	Tarja Vermelha	
FENOFIBRATO	FENOFIBRATO MICRONIZADO	C10A2 - FIBRATOS	Genérico	- (*) 	
FENOFIBRATO	FENOFIBRATO	C10A2 - FIBRATOS	Genérico	Tarja Vermelha	
FENOFIBRATO	FENOFIBRATO	C10A2 - FIBRATOS	Genérico	Tarja Vermelha	
FENOFIBRATO	FENOFIBRATO MICRONIZADO	C10A2 - FIBRATOS	Genérico	- (*) 	
FENOFIBRATO	FENOBRATY	C10A2 - FIBRATOS	Similar	- (*) 	
FENOFIBRATOS MICROGRÂNULOS A 75%	LIPANON	C10A2 - FIBRATOS	Novo	- (*) 	
FENOL;PROCAÍNA	DORDENTE	N1B3 - ANESTÉSICOS LOCAIS TÓPICOS	Similar	- (*) 	
FENOXIMETILPENICILINA POTÁSSICA	PEN-VE-ORAL	J1H1 - PENICILINAS DE PEQUENO E MÉDIO ESPECTROS PURAS	Novo	Tarja Vermelha sob restrição	
FENOXIMETILPENICILINA POTÁSSICA	MERACILINA	J1H1 - PENICILINAS DE PEQUENO E MÉDIO ESPECTROS PURAS	Similar	Tarja Vermelha sob restrição	
FENTANILA	DUROGESIC	N2A - ANALGÉSICOS NARCÓTICOS	Novo	Tarja Preta	
FERRIPOLIMALTOSE	DEXFER	B3A1 - FERRO PURO	Específico	Tarja Vermelha	
FERRIPOLIMALTOSE	NENFY	B3A1 - FERRO PURO	Específico	Tarja Vermelha	
FERRIPOLIMALTOSE	ULTRAFER	B3A1 - FERRO PURO	Específico	Tarja Vermelha	
FERRIPOLIMALTOSE	COMB ISO	B3A1 - FERRO PURO	Específico	Tarja Vermelha	
FERRIPOLIMALTOSE	PAMFER	B3A1 - FERRO PURO	Específico	Tarja Vermelha	
FERRIPOLIMALTOSE	ENDOFER	B3A1 - FERRO PURO	Específico	- (*) 	
FERRIPOLIMALTOSE	FERRO	B3A1 - FERRO PURO	Específico	- (*) 	
FERRIPOLIMALTOSE	NORI-1	B3A1 - FERRO PURO	Específico	Tarja Vermelha	
FERRIPOLIMALTOSE	MYRAFER	B3A1 - FERRO PURO	Específico	Tarja Vermelha	
FERRIPOLIMALTOSE	NORIPURUM	B3A1 - FERRO PURO	Específico	Tarja Vermelha	
FERRIPOLIMALTOSE;ÁCIDO FÓLICO	NORIPURUM FÓLICO	B3A2 - ASSOCIAÇÕES DE FERRO	Específico	Tarja Vermelha	
FERRO QUELATO;ÁCIDO FÓLICO;CIANOCOBALAMINA	VI -  FERRIN	B3A2 - ASSOCIAÇÕES DE FERRO	Específico	- (*) 	
FERROCARBONILA	NOVOFER	B3A1 - FERRO PURO	Específico	- (*) 	
FIBRINOGÊNIO	HAEMOCOMPLETTAN P	B2D5 - FIBRINOGÊNIO	Biológico	- (*) 	
FIBRINOGÊNIO	FIBRYGA	B2D5 - FIBRINOGÊNIO	Biológico	- (*) 	
FILGRASTIM	FIPRIMA	L3A1 - FATORES ESTIMULANTES DE COLÔNIAS	Biológico	- (*) 	
FILGRASTIM	ZARZIO	L3A1 - FATORES ESTIMULANTES DE COLÔNIAS	Biológico	Tarja Vermelha	
FILGRASTIM	GRANULOKINE	L3A1 - FATORES ESTIMULANTES DE COLÔNIAS	Biológico	Tarja Vermelha	
FILGRASTIM	FILGRASTIM	L3A1 - FATORES ESTIMULANTES DE COLÔNIAS	Similar	- (*) 	
FILGRASTIM	FILGRASTINE	L3A1 - FATORES ESTIMULANTES DE COLÔNIAS	Biológico	- (*) 	
FILGRASTIM	FIL	L3A1 - FATORES ESTIMULANTES DE COLÔNIAS	Biológico	Tarja Vermelha	
FILGRASTIM	TEVAGRASTIM	L3A1 - FATORES ESTIMULANTES DE COLÔNIAS	Biológico	- (*) 	
FINASTERIDA	FINALOP	D11A - OUTRAS PREPARAÇÕES DERMATOLOGICAS	Similar	- (*) 	
FINASTERIDA	FINASTERIDA	G4C3 - BPH INIBIDORES DA 5-ALFA TESTOSTERONA REDUTASE (5-ARI) PUROS	Genérico	- (*) 	
FINASTERIDA	FINASTERIDA	G4C3 - BPH INIBIDORES DA 5-ALFA TESTOSTERONA REDUTASE (5-ARI) PUROS	Genérico	Tarja Vermelha	
FINASTERIDA	FINASTERIDA	G4C3 - BPH INIBIDORES DA 5-ALFA TESTOSTERONA REDUTASE (5-ARI) PUROS	Genérico	Tarja Vermelha	
FINASTERIDA	FINARID	G4C3 - BPH INIBIDORES DA 5-ALFA TESTOSTERONA REDUTASE (5-ARI) PUROS	Similar	Tarja Vermelha	
FINASTERIDA	FINASTERIDA	D11A - OUTRAS PREPARAÇÕES DERMATOLOGICAS	Genérico	Tarja Vermelha	
FINASTERIDA	FINASTERIDA	G4C3 - BPH INIBIDORES DA 5-ALFA TESTOSTERONA REDUTASE (5-ARI) PUROS	Genérico	Tarja Vermelha	
FINASTERIDA	FINASTERIDA	G4C3 - BPH INIBIDORES DA 5-ALFA TESTOSTERONA REDUTASE (5-ARI) PUROS	Genérico	- (*) 	
FINASTERIDA	FINASTERIDA	G4C3 - BPH INIBIDORES DA 5-ALFA TESTOSTERONA REDUTASE (5-ARI) PUROS	Genérico	Tarja Vermelha	
FINASTERIDA	FINASTERIDA	D11A - OUTRAS PREPARAÇÕES DERMATOLOGICAS	Genérico	Tarja Vermelha	
FINASTERIDA	FINASTIL	G4C3 - BPH INIBIDORES DA 5-ALFA TESTOSTERONA REDUTASE (5-ARI) PUROS	Similar	- (*) 	
FINASTERIDA	FINASTERIDA	D11A - OUTRAS PREPARAÇÕES DERMATOLOGICAS	Genérico	Tarja Vermelha	
FINASTERIDA	FINASTERIDA	G4C3 - BPH INIBIDORES DA 5-ALFA TESTOSTERONA REDUTASE (5-ARI) PUROS	Genérico	Tarja Vermelha	
FINASTERIDA	FINASTERIDA	D11A - OUTRAS PREPARAÇÕES DERMATOLOGICAS	Genérico	Tarja Vermelha	
FINERENONA	FIRIALTA	C3A1 - AGENTES DIURÉTICOS POUPADORES POTÁSSIO PUROS	Novo	Tarja Vermelha	
FITOMENADIONA	KAVIT	B2B1 - VITAMINA K	Específico	- (*) 	
FITOMENADIONA	HYVIT K	B2B1 - VITAMINA K	Específico	Tarja Vermelha	
FITOMENADIONA	ESKAVIT	B2B1 - VITAMINA K	Específico	Tarja Vermelha	
FITOMENADIONA	VIKATRON	B2B1 - VITAMINA K	Específico	- (*) 	
FLUCONAZOL	FLUCONAZOL	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Genérico	- (*) 	
FLUCONAZOL	FRESOLCAN	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Similar	Tarja Vermelha sob restrição	
FLUCONAZOL	FLUCONAZOL	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Genérico	Tarja Vermelha	
FLUCONAZOL	FLUCONAZOL	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Genérico	Tarja Vermelha	
FLUCONAZOL	FLUCONAZOL	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Genérico	Tarja Vermelha	
FLUCONAZOL	FLUCAZOL	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Similar	Tarja Vermelha	
FLUCONAZOL	HICONAZOL	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Similar	Tarja Vermelha	
FLUCONAZOL	FLUCONAZOL	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Genérico	Tarja Vermelha	
FLUCONAZOL	FLUCONAZOL	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Genérico	Tarja Vermelha	
FLUCONAZOL	FLUCONAZOL	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Genérico	Tarja Vermelha	
FLUCONAZOL	FLUCONID	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Similar	Tarja Vermelha	
FLUCONAZOL	FLUCONAZOL	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Genérico	- (*) 	
FLUCONAZOL	PRONAZOL	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Similar	- (*) 	
FLUCONAZOL	FLUCONAZOL	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Genérico	- (*) 	
FLUCONAZOL	FLUCOLCID	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Similar	Tarja Vermelha	
FLUCONAZOL	FLUCOL	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Similar	Tarja Vermelha sob restrição	
FLUCONAZOL	FLUCONAZOL	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Genérico	Tarja Vermelha sob restrição	
FLUCONAZOL	FLUCONAZOL	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Genérico	- (*) 	
FLUCONAZOL	FLUCOVIL	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Similar	- (*) 	
FLUCONAZOL	FLUCONAZOL	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Genérico	- (*) 	
FLUCONAZOL	TRIAZOL	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Similar	- (*) 	
FLUCONAZOL	FLUCONAZOL	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Genérico	Tarja Vermelha	
FLUCONAZOL	ZOLTEC	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Novo	- (*) 	
FLUCONAZOL	FLUCONAZOL	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Genérico	Tarja Vermelha	
FLUCONAZOL	FUEBLO	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Similar	Tarja Vermelha	
FLUCONAZOL	FLUCONAZOL	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Genérico	- (*) 	
FLUCONAZOL	FLUCONAZOL	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Genérico	Tarja Vermelha	
FLUCONAZOL	FLUCANIL	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Similar	- (*) 	
FLUCONAZOL	FLUCONAZOL	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Genérico	Tarja Vermelha	
FLUCONAZOL	ZELIX	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Similar	Tarja Vermelha	
FLUCONAZOL	FLUCONAZOL	J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS	Genérico	Tarja Vermelha	
FLUDROXICORTIDA	DRENISON	D7A - CORTICOESTERÓIDES TÓPICOS PUROS	Similar	- (*) 	
FLUMAZENIL	FLUMAZENIL	N7X - TODOS OS OUTROS PRODUTOS PARA O SISTEMA NERVOSO CENTRAL	Genérico	Tarja Vermelha sob restrição	
FLUMAZENIL	FLUMAZIL	N7X - TODOS OS OUTROS PRODUTOS PARA O SISTEMA NERVOSO CENTRAL	Similar	Tarja Vermelha sob restrição	
FLUMAZENIL	FLUMAZENIL	N7X - TODOS OS OUTROS PRODUTOS PARA O SISTEMA NERVOSO CENTRAL	Genérico	- (*) 	
FLUMAZENIL	LENAZEN	N7X - TODOS OS OUTROS PRODUTOS PARA O SISTEMA NERVOSO CENTRAL	Similar	- (*) 	
FLUMAZENIL	FLUMAZENIL	N7X - TODOS OS OUTROS PRODUTOS PARA O SISTEMA NERVOSO CENTRAL	Genérico	Tarja Vermelha sob restrição	
FLUMAZENIL	FLUMAZENIL	N7X - TODOS OS OUTROS PRODUTOS PARA O SISTEMA NERVOSO CENTRAL	Genérico	Tarja Vermelha	
FLUMAZENIL	LANEXAT	N7X - TODOS OS OUTROS PRODUTOS PARA O SISTEMA NERVOSO CENTRAL	Novo	Tarja Vermelha sob restrição	
FLUNITRAZEPAM	ROHYPNOL	N5B1 - HIPNÓTICOS E SEDATIVOS NÃO BARBITÚRICOS PUROS	Novo	Tarja Preta	
FLUNITRAZEPAM	ROHYDORM	N5B1 - HIPNÓTICOS E SEDATIVOS NÃO BARBITÚRICOS PUROS	Similar	Tarja Preta	
FLUOCINOLONA ACETONIDA;CLORIDRATO DE LIDOCAINA;SULFATO DE NEOMICINA;SULFATO DE POLIMIXINA B	OTOMIXYN	S2C - ASSOCIAÇÕES OTOLÓGICAS CORTICOSTERÓIDES COM ANTIINFECCIOSOS	Similar	Tarja Vermelha sob restrição	
FLUOCINOLONA ACETONIDA;CLORIDRATO DE LIDOCAINA;SULFATO DE NEOMICINA;SULFATO DE POLIMIXINA B	ELOTIN	S2C - ASSOCIAÇÕES OTOLÓGICAS CORTICOSTERÓIDES COM ANTIINFECCIOSOS	Similar	- (*) 	
FLUOCINOLONA ACETONIDA;CLORIDRATO DE LIDOCAINA;SULFATO DE NEOMICINA;SULFATO DE POLIMIXINA B	FLUOCINOLONA ACETONIDA + SULFATO DE POLIMIXINA B + SULFATO DE NEOMICINA + CLORIDRATO DE LIDOCAINA	S2C - ASSOCIAÇÕES OTOLÓGICAS CORTICOSTERÓIDES COM ANTIINFECCIOSOS	Genérico	Tarja Vermelha sob restrição	
FLUOCINOLONA ACETONIDA;CLORIDRATO DE LIDOCAINA;SULFATO DE NEOMICINA;SULFATO DE POLIMIXINA B	OTOSYLASE	S2C - ASSOCIAÇÕES OTOLÓGICAS CORTICOSTERÓIDES COM ANTIINFECCIOSOS	Similar	Tarja Vermelha sob restrição	
FLUOCINOLONA ACETONIDA;CLORIDRATO DE LIDOCAINA;SULFATO DE NEOMICINA;SULFATO DE POLIMIXINA B	FLUOCINOLONA ACETONIDA + SULFATO DE POLIMIXINA B + SULFATO DE NEOMICINA + CLORIDRATO DE LIDOCAÍNA	S2C - ASSOCIAÇÕES OTOLÓGICAS CORTICOSTERÓIDES COM ANTIINFECCIOSOS	Genérico	Tarja Vermelha sob restrição	
FLUOCINOLONA ACETONIDA;TRETINOÍNA;HIDROQUINONA	HIDROQUINONA+ TRETINOINA + FLUOCINOLONA ACETONIDA	D11A - OUTRAS PREPARAÇÕES DERMATOLOGICAS	Genérico	- (*) 	
FLUOCINOLONA ACETONIDA;TRETINOÍNA;HIDROQUINONA	TRINULOX	D11A - OUTRAS PREPARAÇÕES DERMATOLOGICAS	Similar	Tarja Vermelha	
FLUOCINOLONA ACETONIDA;TRETINOÍNA;HIDROQUINONA	HORMOSKIN	D11A - OUTRAS PREPARAÇÕES DERMATOLOGICAS	Similar	Tarja Vermelha	
FLUOCINOLONA ACETONIDA;TRETINOÍNA;HIDROQUINONA	SUAVICID	D11A - OUTRAS PREPARAÇÕES DERMATOLOGICAS	Similar	- (*) 	
FLUORURACILA	FAULDFLUOR	L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS	Similar	- (*) 	
FLUORURACILA	FLUSAN	L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS	Similar	Tarja Vermelha sob restrição	
FLUORURACILA	FLUORURACILA	L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS	Genérico	Tarja Vermelha	
FLUORURACILA	EFURIX	L1X9 - TODOS OS OUTROS ANTINEOPLÁSICOS	Similar	Tarja Vermelha	
FLUORURACILA	FLUORURACILA	L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS	Genérico	- (*) 	
FLURANDRENOLIDA;SULFATO DE NEOMICINA	DRENISON N	D7B1 - CORTICOESTERÓIDES ASSOCIADOS A ANTIBACTERIANOS	Similar	- (*) 	
FLURBIPROFENO	TARGUS	S1R - ANTIINFLAMATÓRIOS OFTALMOLÓGICOS NÃO ESTEROIDAIS	Novo	- (*) 	
FLURBIPROFENO	STREPSILS	R2A - PREPARAÇÕES PARA GARGANTA	Novo	Tarja Sem Tarja	
FLUTAMIDA	FLUTAMIDA	L2B2 - HORMÔNIOS ANTIANDROGÊNICOS CITOSTÁTICOS	Genérico	Tarja Vermelha	
FLUTAMIDA	TEFLUT	L2B2 - HORMÔNIOS ANTIANDROGÊNICOS CITOSTÁTICOS	Similar	Tarja Vermelha	
FOLINATO DE CÁLCIO	FAULDLEUCO	V3D - AGENTES DESINTOXICANTES PARA O TRATAMENTO DE NEOPLASISAS	Similar	- (*) 	
FOLINATO DE CÁLCIO	FOLINATO DE CALCIO	V3D - AGENTES DESINTOXICANTES PARA O TRATAMENTO DE NEOPLASISAS	Genérico	- (*) 	
FOLINATO DE CÁLCIO	FOLINATO DE CÁLCIO	V3D - AGENTES DESINTOXICANTES PARA O TRATAMENTO DE NEOPLASISAS	Genérico	Tarja Vermelha	
FOLINATO DE CÁLCIO	FOLINAC	V3D - AGENTES DESINTOXICANTES PARA O TRATAMENTO DE NEOPLASISAS	Similar	Tarja Vermelha	
FONDAPARINUX SÓDICO	ARIXTRA	B1X - OUTROS AGENTES ANTITROMBÓTICOS	Novo	Tarja Vermelha	
FOSAPREPITANTO DIMEGLUMINA	EMEND INJETÁVEL	A4A2 - ANTIEMÉTICOS E ANTINAUSEANTES, ANTAGONISTAS NK1	Novo	Tarja Vermelha	
FOSAPREPITANTO DIMEGLUMINA	FOSAPREPITANTO DIMEGLUMINA	A4A2 - ANTIEMÉTICOS E ANTINAUSEANTES, ANTAGONISTAS NK1	Genérico	Tarja Vermelha	
FOSAPREPITANTO DIMEGLUMINA	ENEK	A4A2 - ANTIEMÉTICOS E ANTINAUSEANTES, ANTAGONISTAS NK1	Similar	Tarja Vermelha	
FOSAPREPITANTO DIMEGLUMINA	FOSAPREPITANTO DIMEGLUMINA	A4A2 - ANTIEMÉTICOS E ANTINAUSEANTES, ANTAGONISTAS NK1	Genérico	Tarja Vermelha	
FOSAPREPITANTO DIMEGLUMINA	FOSAPREPITANTO DIMEGLUMINA	A4A2 - ANTIEMÉTICOS E ANTINAUSEANTES, ANTAGONISTAS NK1	Genérico	Tarja Vermelha	
FOSAPREPITANTO DIMEGLUMINA	FOZA	A4A2 - ANTIEMÉTICOS E ANTINAUSEANTES, ANTAGONISTAS NK1	Similar	Tarja Vermelha	
FOSAPREPITANTO DIMEGLUMINA	FOPITANT	A4A2 - ANTIEMÉTICOS E ANTINAUSEANTES, ANTAGONISTAS NK1	Similar	Tarja Vermelha	
FOSAPREPITANTO DIMEGLUMINA	FOSAPREPITANTO DIMEGLUMINA	A4A2 - ANTIEMÉTICOS E ANTINAUSEANTES, ANTAGONISTAS NK1	Genérico	Tarja Vermelha	
FOSFATO DE CLINDAMICINA	FOSFATO DE CLINDAMICINA	J1F - MACROLIDEOS E SIMILARES	Genérico	Tarja Vermelha	
FOSFATO DE CLINDAMICINA	HYCLIN	J1F - MACROLIDEOS E SIMILARES	Similar	Tarja Vermelha	
FOSFATO DE CLINDAMICINA	FOSFATO DE CLINDAMICINA	J1F - MACROLIDEOS E SIMILARES	Genérico	Tarja Vermelha	
